season,location,matchday_nr,home_team_id,home_team_name,home_team,away_team_id,away_team_name,away_team,goals_home,goals_away,draw,win_home,win_away,goals_total
2005,München,1,40,FC Bayern München,Bayern,87,Borussia Mönchengladbach,Gladbach,3,0,0,1,0,3
2005,Köln,1,65,1. FC Köln,Köln,81,1. FSV Mainz 05,Mainz,1,0,0,1,0,1
2005,Duisburg,1,107,MSV Duisburg,Duisburg,16,VfB Stuttgart,Stuttgart,1,1,1,0,0,2
2005,Hamburg,1,100,Hamburger SV,HSV,79,1. FC Nürnberg,Nürnberg,3,0,0,1,0,3
2005,Wolfsburg,1,131,VfL Wolfsburg,Wolfsburg,7,Borussia Dortmund,BVB,2,2,1,0,0,4
2005,Bremen,1,134,Werder Bremen,Bremen,83,Arminia Bielefeld,Bielefeld,5,2,0,1,0,7
2005,Hannover,1,55,Hannover 96,Hannover,54,Hertha BSC,Hertha,2,2,1,0,0,4
2005,Gelsenkirchen,1,9,FC Schalke 04,Schalke,76,1. FC Kaiserslautern,Kaiserslautern,2,1,0,1,0,3
2005,Frankfurt,1,91,Eintracht Frankfurt,Frankfurt,6,Bayer Leverkusen,Leverkusen,1,4,0,0,1,5
2005,Leverkusen,2,6,Bayer Leverkusen,Leverkusen,40,FC Bayern München,Bayern,2,5,0,0,1,7
2005,Gladbach,2,87,Borussia Mönchengladbach,Gladbach,131,VfL Wolfsburg,Wolfsburg,1,1,1,0,0,2
2005,Dortmund,2,7,Borussia Dortmund,BVB,9,FC Schalke 04,Schalke,1,2,0,0,1,3
2005,Berlin,2,54,Hertha BSC,Hertha,91,Eintracht Frankfurt,Frankfurt,2,0,0,1,0,2
2005,Kaiserslautern,2,76,1. FC Kaiserslautern,Kaiserslautern,107,MSV Duisburg,Duisburg,5,3,0,1,0,8
2005,Nürnberg,2,79,1. FC Nürnberg,Nürnberg,55,Hannover 96,Hannover,1,1,1,0,0,2
2005,Bielefeld,2,83,Arminia Bielefeld,Bielefeld,100,Hamburger SV,HSV,0,2,0,0,1,2
2005,Stuttgart,2,16,VfB Stuttgart,Stuttgart,65,1. FC Köln,Köln,2,3,0,0,1,5
2005,Mainz,2,81,1. FSV Mainz 05,Mainz,134,Werder Bremen,Bremen,0,2,0,0,1,2
2005,Köln,3,65,1. FC Köln,Köln,76,1. FC Kaiserslautern,Kaiserslautern,2,3,0,0,1,5
2005,Gelsenkirchen,3,9,FC Schalke 04,Schalke,87,Borussia Mönchengladbach,Gladbach,1,1,1,0,0,2
2005,Hamburg,3,100,Hamburger SV,HSV,55,Hannover 96,Hannover,1,1,1,0,0,2
2005,Wolfsburg,3,131,VfL Wolfsburg,Wolfsburg,6,Bayer Leverkusen,Leverkusen,2,1,0,1,0,3
2005,Bremen,3,134,Werder Bremen,Bremen,16,VfB Stuttgart,Stuttgart,1,1,1,0,0,2
2005,München,3,40,FC Bayern München,Bayern,54,Hertha BSC,Hertha,3,0,0,1,0,3
2005,Frankfurt,3,91,Eintracht Frankfurt,Frankfurt,79,1. FC Nürnberg,Nürnberg,1,0,0,1,0,1
2005,Duisburg,3,107,MSV Duisburg,Duisburg,7,Borussia Dortmund,BVB,1,1,1,0,0,2
2005,Bielefeld,3,83,Arminia Bielefeld,Bielefeld,81,1. FSV Mainz 05,Mainz,2,0,0,1,0,2
2005,Leverkusen,4,6,Bayer Leverkusen,Leverkusen,9,FC Schalke 04,Schalke,1,1,1,0,0,2
2005,Gladbach,4,87,Borussia Mönchengladbach,Gladbach,107,MSV Duisburg,Duisburg,2,1,0,1,0,3
2005,Kaiserslautern,4,76,1. FC Kaiserslautern,Kaiserslautern,134,Werder Bremen,Bremen,1,5,0,0,1,6
2005,Nürnberg,4,79,1. FC Nürnberg,Nürnberg,40,FC Bayern München,Bayern,1,2,0,0,1,3
2005,Stuttgart,4,16,VfB Stuttgart,Stuttgart,83,Arminia Bielefeld,Bielefeld,1,1,1,0,0,2
2005,Mainz,4,81,1. FSV Mainz 05,Mainz,100,Hamburger SV,HSV,1,3,0,0,1,4
2005,Hannover,4,55,Hannover 96,Hannover,91,Eintracht Frankfurt,Frankfurt,2,0,0,1,0,2
2005,Dortmund,4,7,Borussia Dortmund,BVB,65,1. FC Köln,Köln,2,1,0,1,0,3
2005,Berlin,4,54,Hertha BSC,Hertha,131,VfL Wolfsburg,Wolfsburg,3,0,0,1,0,3
2005,Köln,5,65,1. FC Köln,Köln,87,Borussia Mönchengladbach,Gladbach,2,1,0,1,0,3
2005,Hamburg,5,100,Hamburger SV,HSV,91,Eintracht Frankfurt,Frankfurt,1,1,1,0,0,2
2005,Wolfsburg,5,131,VfL Wolfsburg,Wolfsburg,79,1. FC Nürnberg,Nürnberg,1,1,1,0,0,2
2005,Bremen,5,134,Werder Bremen,Bremen,7,Borussia Dortmund,BVB,3,2,0,1,0,5
2005,München,5,40,FC Bayern München,Bayern,55,Hannover 96,Hannover,1,0,0,1,0,1
2005,Mainz,5,81,1. FSV Mainz 05,Mainz,16,VfB Stuttgart,Stuttgart,1,2,0,0,1,3
2005,Bielefeld,5,83,Arminia Bielefeld,Bielefeld,76,1. FC Kaiserslautern,Kaiserslautern,0,0,1,0,0,0
2005,Duisburg,5,107,MSV Duisburg,Duisburg,6,Bayer Leverkusen,Leverkusen,1,3,0,0,1,4
2005,Gelsenkirchen,5,9,FC Schalke 04,Schalke,54,Hertha BSC,Hertha,0,0,1,0,0,0
2005,Gladbach,6,87,Borussia Mönchengladbach,Gladbach,134,Werder Bremen,Bremen,2,1,0,1,0,3
2005,Dortmund,6,7,Borussia Dortmund,BVB,83,Arminia Bielefeld,Bielefeld,2,0,0,1,0,2
2005,Frankfurt,6,91,Eintracht Frankfurt,Frankfurt,40,FC Bayern München,Bayern,0,1,0,0,1,1
2005,Hannover,6,55,Hannover 96,Hannover,131,VfL Wolfsburg,Wolfsburg,2,4,0,0,1,6
2005,Leverkusen,6,6,Bayer Leverkusen,Leverkusen,65,1. FC Köln,Köln,2,1,0,1,0,3
2005,Berlin,6,54,Hertha BSC,Hertha,107,MSV Duisburg,Duisburg,3,2,0,1,0,5
2005,Kaiserslautern,6,76,1. FC Kaiserslautern,Kaiserslautern,81,1. FSV Mainz 05,Mainz,0,2,0,0,1,2
2005,Nürnberg,6,79,1. FC Nürnberg,Nürnberg,9,FC Schalke 04,Schalke,1,1,1,0,0,2
2005,Stuttgart,6,16,VfB Stuttgart,Stuttgart,100,Hamburger SV,HSV,1,2,0,0,1,3
2005,Duisburg,7,107,MSV Duisburg,Duisburg,79,1. FC Nürnberg,Nürnberg,1,0,0,1,0,1
2005,Gelsenkirchen,7,9,FC Schalke 04,Schalke,55,Hannover 96,Hannover,2,0,0,1,0,2
2005,Hamburg,7,100,Hamburger SV,HSV,40,FC Bayern München,Bayern,2,0,0,1,0,2
2005,Wolfsburg,7,131,VfL Wolfsburg,Wolfsburg,91,Eintracht Frankfurt,Frankfurt,1,0,0,1,0,1
2005,Bremen,7,134,Werder Bremen,Bremen,6,Bayer Leverkusen,Leverkusen,2,1,0,1,0,3
2005,Mainz,7,81,1. FSV Mainz 05,Mainz,7,Borussia Dortmund,BVB,1,1,1,0,0,2
2005,Bielefeld,7,83,Arminia Bielefeld,Bielefeld,87,Borussia Mönchengladbach,Gladbach,0,2,0,0,1,2
2005,Köln,7,65,1. FC Köln,Köln,54,Hertha BSC,Hertha,0,1,0,0,1,1
2005,Stuttgart,7,16,VfB Stuttgart,Stuttgart,76,1. FC Kaiserslautern,Kaiserslautern,1,0,0,1,0,1
2005,Leverkusen,8,6,Bayer Leverkusen,Leverkusen,83,Arminia Bielefeld,Bielefeld,1,1,1,0,0,2
2005,Gladbach,8,87,Borussia Mönchengladbach,Gladbach,81,1. FSV Mainz 05,Mainz,1,0,0,1,0,1
2005,Berlin,8,54,Hertha BSC,Hertha,134,Werder Bremen,Bremen,1,2,0,0,1,3
2005,Nürnberg,8,79,1. FC Nürnberg,Nürnberg,65,1. FC Köln,Köln,2,1,0,1,0,3
2005,München,8,40,FC Bayern München,Bayern,131,VfL Wolfsburg,Wolfsburg,2,0,0,1,0,2
2005,Frankfurt,8,91,Eintracht Frankfurt,Frankfurt,9,FC Schalke 04,Schalke,0,1,0,0,1,1
2005,Hannover,8,55,Hannover 96,Hannover,107,MSV Duisburg,Duisburg,1,1,1,0,0,2
2005,Dortmund,8,7,Borussia Dortmund,BVB,16,VfB Stuttgart,Stuttgart,0,0,1,0,0,0
2005,Kaiserslautern,8,76,1. FC Kaiserslautern,Kaiserslautern,100,Hamburger SV,HSV,0,3,0,0,1,3
2005,Gelsenkirchen,9,9,FC Schalke 04,Schalke,40,FC Bayern München,Bayern,1,1,1,0,0,2
2005,Hamburg,9,100,Hamburger SV,HSV,131,VfL Wolfsburg,Wolfsburg,0,1,0,0,1,1
2005,Kaiserslautern,9,76,1. FC Kaiserslautern,Kaiserslautern,7,Borussia Dortmund,BVB,3,3,1,0,0,6
2005,Bremen,9,134,Werder Bremen,Bremen,79,1. FC Nürnberg,Nürnberg,6,2,0,1,0,8
2005,Stuttgart,9,16,VfB Stuttgart,Stuttgart,87,Borussia Mönchengladbach,Gladbach,1,1,1,0,0,2
2005,Mainz,9,81,1. FSV Mainz 05,Mainz,6,Bayer Leverkusen,Leverkusen,3,1,0,1,0,4
2005,Bielefeld,9,83,Arminia Bielefeld,Bielefeld,54,Hertha BSC,Hertha,3,0,0,1,0,3
2005,Köln,9,65,1. FC Köln,Köln,55,Hannover 96,Hannover,1,4,0,0,1,5
2005,Duisburg,9,107,MSV Duisburg,Duisburg,91,Eintracht Frankfurt,Frankfurt,0,1,0,0,1,1
2005,Gladbach,10,87,Borussia Mönchengladbach,Gladbach,76,1. FC Kaiserslautern,Kaiserslautern,4,1,0,1,0,5
2005,Berlin,10,54,Hertha BSC,Hertha,81,1. FSV Mainz 05,Mainz,3,1,0,1,0,4
2005,Wolfsburg,10,131,VfL Wolfsburg,Wolfsburg,9,FC Schalke 04,Schalke,0,0,1,0,0,0
2005,Nürnberg,10,79,1. FC Nürnberg,Nürnberg,83,Arminia Bielefeld,Bielefeld,2,3,0,0,1,5
2005,München,10,40,FC Bayern München,Bayern,107,MSV Duisburg,Duisburg,4,0,0,1,0,4
2005,Frankfurt,10,91,Eintracht Frankfurt,Frankfurt,65,1. FC Köln,Köln,6,3,0,1,0,9
2005,Hannover,10,55,Hannover 96,Hannover,134,Werder Bremen,Bremen,0,0,1,0,0,0
2005,Leverkusen,10,6,Bayer Leverkusen,Leverkusen,16,VfB Stuttgart,Stuttgart,1,1,1,0,0,2
2005,Dortmund,10,7,Borussia Dortmund,BVB,100,Hamburger SV,HSV,1,1,1,0,0,2
2005,Köln,11,65,1. FC Köln,Köln,40,FC Bayern München,Bayern,1,2,0,0,1,3
2005,Duisburg,11,107,MSV Duisburg,Duisburg,131,VfL Wolfsburg,Wolfsburg,1,0,0,1,0,1
2005,Dortmund,11,7,Borussia Dortmund,BVB,87,Borussia Mönchengladbach,Gladbach,2,1,0,1,0,3
2005,Hamburg,11,100,Hamburger SV,HSV,9,FC Schalke 04,Schalke,1,0,0,1,0,1
2005,Kaiserslautern,11,76,1. FC Kaiserslautern,Kaiserslautern,6,Bayer Leverkusen,Leverkusen,2,2,1,0,0,4
2005,Bremen,11,134,Werder Bremen,Bremen,91,Eintracht Frankfurt,Frankfurt,4,1,0,1,0,5
2005,Stuttgart,11,16,VfB Stuttgart,Stuttgart,54,Hertha BSC,Hertha,3,3,1,0,0,6
2005,Mainz,11,81,1. FSV Mainz 05,Mainz,79,1. FC Nürnberg,Nürnberg,4,1,0,1,0,5
2005,Bielefeld,11,83,Arminia Bielefeld,Bielefeld,55,Hannover 96,Hannover,4,1,0,1,0,5
2005,Leverkusen,12,6,Bayer Leverkusen,Leverkusen,7,Borussia Dortmund,BVB,2,1,0,1,0,3
2005,Gelsenkirchen,12,9,FC Schalke 04,Schalke,107,MSV Duisburg,Duisburg,3,0,0,1,0,3
2005,Berlin,12,54,Hertha BSC,Hertha,76,1. FC Kaiserslautern,Kaiserslautern,3,0,0,1,0,3
2005,Wolfsburg,12,131,VfL Wolfsburg,Wolfsburg,65,1. FC Köln,Köln,1,1,1,0,0,2
2005,München,12,40,FC Bayern München,Bayern,134,Werder Bremen,Bremen,3,1,0,1,0,4
2005,Frankfurt,12,91,Eintracht Frankfurt,Frankfurt,83,Arminia Bielefeld,Bielefeld,3,0,0,1,0,3
2005,Hannover,12,55,Hannover 96,Hannover,81,1. FSV Mainz 05,Mainz,2,2,1,0,0,4
2005,Gladbach,12,87,Borussia Mönchengladbach,Gladbach,100,Hamburger SV,HSV,0,0,1,0,0,0
2005,Nürnberg,12,79,1. FC Nürnberg,Nürnberg,16,VfB Stuttgart,Stuttgart,0,1,0,0,1,1
2005,Köln,13,65,1. FC Köln,Köln,9,FC Schalke 04,Schalke,2,2,1,0,0,4
2005,Gladbach,13,87,Borussia Mönchengladbach,Gladbach,6,Bayer Leverkusen,Leverkusen,1,1,1,0,0,2
2005,Dortmund,13,7,Borussia Dortmund,BVB,54,Hertha BSC,Hertha,2,0,0,1,0,2
2005,Kaiserslautern,13,76,1. FC Kaiserslautern,Kaiserslautern,79,1. FC Nürnberg,Nürnberg,1,3,0,0,1,4
2005,Bremen,13,134,Werder Bremen,Bremen,131,VfL Wolfsburg,Wolfsburg,6,1,0,1,0,7
2005,Mainz,13,81,1. FSV Mainz 05,Mainz,91,Eintracht Frankfurt,Frankfurt,2,2,1,0,0,4
2005,Bielefeld,13,83,Arminia Bielefeld,Bielefeld,40,FC Bayern München,Bayern,1,2,0,0,1,3
2005,Hamburg,13,100,Hamburger SV,HSV,107,MSV Duisburg,Duisburg,2,0,0,1,0,2
2005,Stuttgart,13,16,VfB Stuttgart,Stuttgart,55,Hannover 96,Hannover,2,2,1,0,0,4
2005,Leverkusen,14,6,Bayer Leverkusen,Leverkusen,100,Hamburger SV,HSV,0,1,0,0,1,1
2005,Gelsenkirchen,14,9,FC Schalke 04,Schalke,134,Werder Bremen,Bremen,2,1,0,1,0,3
2005,Wolfsburg,14,131,VfL Wolfsburg,Wolfsburg,83,Arminia Bielefeld,Bielefeld,0,0,1,0,0,0
2005,Nürnberg,14,79,1. FC Nürnberg,Nürnberg,7,Borussia Dortmund,BVB,1,2,0,0,1,3
2005,München,14,40,FC Bayern München,Bayern,81,1. FSV Mainz 05,Mainz,2,1,0,1,0,3
2005,Hannover,14,55,Hannover 96,Hannover,76,1. FC Kaiserslautern,Kaiserslautern,5,1,0,1,0,6
2005,Berlin,14,54,Hertha BSC,Hertha,87,Borussia Mönchengladbach,Gladbach,2,2,1,0,0,4
2005,Frankfurt,14,91,Eintracht Frankfurt,Frankfurt,16,VfB Stuttgart,Stuttgart,1,1,1,0,0,2
2005,Gladbach,15,87,Borussia Mönchengladbach,Gladbach,79,1. FC Nürnberg,Nürnberg,0,1,0,0,1,1
2005,Dortmund,15,7,Borussia Dortmund,BVB,55,Hannover 96,Hannover,0,2,0,0,1,2
2005,Hamburg,15,100,Hamburger SV,HSV,65,1. FC Köln,Köln,3,1,0,1,0,4
2005,Bremen,15,134,Werder Bremen,Bremen,107,MSV Duisburg,Duisburg,2,0,0,1,0,2
2005,Stuttgart,15,16,VfB Stuttgart,Stuttgart,40,FC Bayern München,Bayern,0,0,1,0,0,0
2005,Bielefeld,15,83,Arminia Bielefeld,Bielefeld,9,FC Schalke 04,Schalke,0,1,0,0,1,1
2005,Leverkusen,15,6,Bayer Leverkusen,Leverkusen,54,Hertha BSC,Hertha,1,2,0,0,1,3
2005,Mainz,15,81,1. FSV Mainz 05,Mainz,131,VfL Wolfsburg,Wolfsburg,5,1,0,1,0,6
2005,Duisburg,14,107,MSV Duisburg,Duisburg,65,1. FC Köln,Köln,1,1,1,0,0,2
2005,Duisburg,16,107,MSV Duisburg,Duisburg,83,Arminia Bielefeld,Bielefeld,1,1,1,0,0,2
2005,Gelsenkirchen,16,9,FC Schalke 04,Schalke,81,1. FSV Mainz 05,Mainz,1,0,0,1,0,1
2005,Hamburg,16,100,Hamburger SV,HSV,54,Hertha BSC,Hertha,2,1,0,1,0,3
2005,Wolfsburg,16,131,VfL Wolfsburg,Wolfsburg,16,VfB Stuttgart,Stuttgart,0,1,0,0,1,1
2005,Nürnberg,16,79,1. FC Nürnberg,Nürnberg,6,Bayer Leverkusen,Leverkusen,1,1,1,0,0,2
2005,Frankfurt,16,91,Eintracht Frankfurt,Frankfurt,7,Borussia Dortmund,BVB,2,0,0,1,0,2
2005,Hannover,16,55,Hannover 96,Hannover,87,Borussia Mönchengladbach,Gladbach,1,1,1,0,0,2
2005,Köln,16,65,1. FC Köln,Köln,134,Werder Bremen,Bremen,1,4,0,0,1,5
2005,München,16,40,FC Bayern München,Bayern,76,1. FC Kaiserslautern,Kaiserslautern,2,1,0,1,0,3
2005,Kaiserslautern,15,76,1. FC Kaiserslautern,Kaiserslautern,91,Eintracht Frankfurt,Frankfurt,1,2,0,0,1,3
2005,Leverkusen,17,6,Bayer Leverkusen,Leverkusen,55,Hannover 96,Hannover,0,0,1,0,0,0
2005,Gladbach,17,87,Borussia Mönchengladbach,Gladbach,91,Eintracht Frankfurt,Frankfurt,4,3,0,1,0,7
2005,Dortmund,17,7,Borussia Dortmund,BVB,40,FC Bayern München,Bayern,1,2,0,0,1,3
2005,Kaiserslautern,17,76,1. FC Kaiserslautern,Kaiserslautern,131,VfL Wolfsburg,Wolfsburg,3,2,0,1,0,5
2005,Stuttgart,17,16,VfB Stuttgart,Stuttgart,9,FC Schalke 04,Schalke,2,0,0,1,0,2
2005,Mainz,17,81,1. FSV Mainz 05,Mainz,107,MSV Duisburg,Duisburg,1,1,1,0,0,2
2005,Bielefeld,17,83,Arminia Bielefeld,Bielefeld,65,1. FC Köln,Köln,3,2,0,1,0,5
2005,Berlin,17,54,Hertha BSC,Hertha,79,1. FC Nürnberg,Nürnberg,1,1,1,0,0,2
2005,Bremen,17,134,Werder Bremen,Bremen,100,Hamburger SV,HSV,1,1,1,0,0,2
2005,Gladbach,18,87,Borussia Mönchengladbach,Gladbach,40,FC Bayern München,Bayern,1,3,0,0,1,4
2005,Mainz,18,81,1. FSV Mainz 05,Mainz,65,1. FC Köln,Köln,4,2,0,1,0,6
2005,Stuttgart,18,16,VfB Stuttgart,Stuttgart,107,MSV Duisburg,Duisburg,0,1,0,0,1,1
2005,Nürnberg,18,79,1. FC Nürnberg,Nürnberg,100,Hamburger SV,HSV,2,1,0,1,0,3
2005,Dortmund,18,7,Borussia Dortmund,BVB,131,VfL Wolfsburg,Wolfsburg,3,2,0,1,0,5
2005,Leverkusen,18,6,Bayer Leverkusen,Leverkusen,91,Eintracht Frankfurt,Frankfurt,2,1,0,1,0,3
2005,Berlin,18,54,Hertha BSC,Hertha,55,Hannover 96,Hannover,1,1,1,0,0,2
2005,Kaiserslautern,18,76,1. FC Kaiserslautern,Kaiserslautern,9,FC Schalke 04,Schalke,0,2,0,0,1,2
2005,Bielefeld,18,83,Arminia Bielefeld,Bielefeld,134,Werder Bremen,Bremen,0,1,0,0,1,1
2005,München,19,40,FC Bayern München,Bayern,6,Bayer Leverkusen,Leverkusen,1,0,0,1,0,1
2005,Gelsenkirchen,19,9,FC Schalke 04,Schalke,7,Borussia Dortmund,BVB,0,0,1,0,0,0
2005,Frankfurt,19,91,Eintracht Frankfurt,Frankfurt,54,Hertha BSC,Hertha,1,1,1,0,0,2
2005,Duisburg,19,107,MSV Duisburg,Duisburg,76,1. FC Kaiserslautern,Kaiserslautern,2,2,1,0,0,4
2005,Köln,19,65,1. FC Köln,Köln,16,VfB Stuttgart,Stuttgart,0,0,1,0,0,0
2005,Bremen,19,134,Werder Bremen,Bremen,81,1. FSV Mainz 05,Mainz,4,2,0,1,0,6
2005,Hamburg,19,100,Hamburger SV,HSV,83,Arminia Bielefeld,Bielefeld,2,1,0,1,0,3
2005,Wolfsburg,19,131,VfL Wolfsburg,Wolfsburg,87,Borussia Mönchengladbach,Gladbach,2,0,0,1,0,2
2005,Hannover,19,55,Hannover 96,Hannover,79,1. FC Nürnberg,Nürnberg,1,1,1,0,0,2
2005,Kaiserslautern,20,76,1. FC Kaiserslautern,Kaiserslautern,65,1. FC Köln,Köln,2,2,1,0,0,4
2005,Dortmund,20,7,Borussia Dortmund,BVB,107,MSV Duisburg,Duisburg,2,0,0,1,0,2
2005,Berlin,20,54,Hertha BSC,Hertha,40,FC Bayern München,Bayern,0,0,1,0,0,0
2005,Mainz,20,81,1. FSV Mainz 05,Mainz,83,Arminia Bielefeld,Bielefeld,1,1,1,0,0,2
2005,Gladbach,20,87,Borussia Mönchengladbach,Gladbach,9,FC Schalke 04,Schalke,0,0,1,0,0,0
2005,Hannover,20,55,Hannover 96,Hannover,100,Hamburger SV,HSV,2,1,0,1,0,3
2005,Leverkusen,20,6,Bayer Leverkusen,Leverkusen,131,VfL Wolfsburg,Wolfsburg,4,0,0,1,0,4
2005,Stuttgart,20,16,VfB Stuttgart,Stuttgart,134,Werder Bremen,Bremen,0,0,1,0,0,0
2005,Nürnberg,20,79,1. FC Nürnberg,Nürnberg,91,Eintracht Frankfurt,Frankfurt,0,1,0,0,1,1
2005,Gelsenkirchen,21,9,FC Schalke 04,Schalke,6,Bayer Leverkusen,Leverkusen,7,4,0,1,0,11
2005,Duisburg,21,107,MSV Duisburg,Duisburg,87,Borussia Mönchengladbach,Gladbach,1,1,1,0,0,2
2005,Wolfsburg,21,131,VfL Wolfsburg,Wolfsburg,54,Hertha BSC,Hertha,1,1,1,0,0,2
2005,Bremen,21,134,Werder Bremen,Bremen,76,1. FC Kaiserslautern,Kaiserslautern,0,2,0,0,1,2
2005,Bielefeld,21,83,Arminia Bielefeld,Bielefeld,16,VfB Stuttgart,Stuttgart,2,1,0,1,0,3
2005,Hamburg,21,100,Hamburger SV,HSV,81,1. FSV Mainz 05,Mainz,1,0,0,1,0,1
2005,Frankfurt,21,91,Eintracht Frankfurt,Frankfurt,55,Hannover 96,Hannover,0,1,0,0,1,1
2005,Köln,21,65,1. FC Köln,Köln,7,Borussia Dortmund,BVB,0,0,1,0,0,0
2005,München,21,40,FC Bayern München,Bayern,79,1. FC Nürnberg,Nürnberg,2,1,0,1,0,3
2005,Gladbach,22,87,Borussia Mönchengladbach,Gladbach,65,1. FC Köln,Köln,2,0,0,1,0,2
2005,Leverkusen,22,6,Bayer Leverkusen,Leverkusen,107,MSV Duisburg,Duisburg,3,2,0,1,0,5
2005,Berlin,22,54,Hertha BSC,Hertha,9,FC Schalke 04,Schalke,1,2,0,0,1,3
2005,Nürnberg,22,79,1. FC Nürnberg,Nürnberg,131,VfL Wolfsburg,Wolfsburg,1,0,0,1,0,1
2005,Dortmund,22,7,Borussia Dortmund,BVB,134,Werder Bremen,Bremen,0,1,0,0,1,1
2005,Hannover,22,55,Hannover 96,Hannover,40,FC Bayern München,Bayern,1,1,1,0,0,2
2005,Kaiserslautern,22,76,1. FC Kaiserslautern,Kaiserslautern,83,Arminia Bielefeld,Bielefeld,2,0,0,1,0,2
2005,Frankfurt,22,91,Eintracht Frankfurt,Frankfurt,100,Hamburger SV,HSV,1,2,0,0,1,3
2005,Stuttgart,22,16,VfB Stuttgart,Stuttgart,81,1. FSV Mainz 05,Mainz,2,1,0,1,0,3
2005,Köln,23,65,1. FC Köln,Köln,6,Bayer Leverkusen,Leverkusen,0,3,0,0,1,3
2005,Bremen,23,134,Werder Bremen,Bremen,87,Borussia Mönchengladbach,Gladbach,2,0,0,1,0,2
2005,Bielefeld,23,83,Arminia Bielefeld,Bielefeld,7,Borussia Dortmund,BVB,1,0,0,1,0,1
2005,Mainz,23,81,1. FSV Mainz 05,Mainz,76,1. FC Kaiserslautern,Kaiserslautern,0,2,0,0,1,2
2005,Gelsenkirchen,23,9,FC Schalke 04,Schalke,79,1. FC Nürnberg,Nürnberg,2,0,0,1,0,2
2005,München,23,40,FC Bayern München,Bayern,91,Eintracht Frankfurt,Frankfurt,5,2,0,1,0,7
2005,Wolfsburg,23,131,VfL Wolfsburg,Wolfsburg,55,Hannover 96,Hannover,2,1,0,1,0,3
2005,Duisburg,23,107,MSV Duisburg,Duisburg,54,Hertha BSC,Hertha,2,1,0,1,0,3
2005,Hamburg,23,100,Hamburger SV,HSV,16,VfB Stuttgart,Stuttgart,0,2,0,0,1,2
2005,Berlin,24,54,Hertha BSC,Hertha,65,1. FC Köln,Köln,2,4,0,0,1,6
2005,Nürnberg,24,79,1. FC Nürnberg,Nürnberg,107,MSV Duisburg,Duisburg,3,0,0,1,0,3
2005,Hannover,24,55,Hannover 96,Hannover,9,FC Schalke 04,Schalke,1,2,0,0,1,3
2005,München,24,40,FC Bayern München,Bayern,100,Hamburger SV,HSV,1,2,0,0,1,3
2005,Leverkusen,24,6,Bayer Leverkusen,Leverkusen,134,Werder Bremen,Bremen,1,1,1,0,0,2
2005,Dortmund,24,7,Borussia Dortmund,BVB,81,1. FSV Mainz 05,Mainz,1,1,1,0,0,2
2005,Frankfurt,24,91,Eintracht Frankfurt,Frankfurt,131,VfL Wolfsburg,Wolfsburg,1,1,1,0,0,2
2005,Gladbach,24,87,Borussia Mönchengladbach,Gladbach,83,Arminia Bielefeld,Bielefeld,2,0,0,1,0,2
2005,Kaiserslautern,24,76,1. FC Kaiserslautern,Kaiserslautern,16,VfB Stuttgart,Stuttgart,1,1,1,0,0,2
2005,Bielefeld,25,83,Arminia Bielefeld,Bielefeld,6,Bayer Leverkusen,Leverkusen,1,0,0,1,0,1
2005,Mainz,25,81,1. FSV Mainz 05,Mainz,87,Borussia Mönchengladbach,Gladbach,3,0,0,1,0,3
2005,Stuttgart,25,16,VfB Stuttgart,Stuttgart,7,Borussia Dortmund,BVB,0,0,1,0,0,0
2005,Bremen,25,134,Werder Bremen,Bremen,54,Hertha BSC,Hertha,0,3,0,0,1,3
2005,Köln,25,65,1. FC Köln,Köln,79,1. FC Nürnberg,Nürnberg,3,4,0,0,1,7
2005,Wolfsburg,25,131,VfL Wolfsburg,Wolfsburg,40,FC Bayern München,Bayern,0,0,1,0,0,0
2005,Duisburg,25,107,MSV Duisburg,Duisburg,55,Hannover 96,Hannover,0,0,1,0,0,0
2005,Gelsenkirchen,25,9,FC Schalke 04,Schalke,91,Eintracht Frankfurt,Frankfurt,2,0,0,1,0,2
2005,Hamburg,25,100,Hamburger SV,HSV,76,1. FC Kaiserslautern,Kaiserslautern,3,0,0,1,0,3
2005,Hannover,26,55,Hannover 96,Hannover,65,1. FC Köln,Köln,1,0,0,1,0,1
2005,Frankfurt,26,91,Eintracht Frankfurt,Frankfurt,107,MSV Duisburg,Duisburg,5,2,0,1,0,7
2005,Wolfsburg,26,131,VfL Wolfsburg,Wolfsburg,100,Hamburger SV,HSV,0,1,0,0,1,1
2005,Dortmund,26,7,Borussia Dortmund,BVB,76,1. FC Kaiserslautern,Kaiserslautern,2,1,0,1,0,3
2005,Nürnberg,26,79,1. FC Nürnberg,Nürnberg,134,Werder Bremen,Bremen,3,1,0,1,0,4
2005,Gladbach,26,87,Borussia Mönchengladbach,Gladbach,16,VfB Stuttgart,Stuttgart,1,1,1,0,0,2
2005,Leverkusen,26,6,Bayer Leverkusen,Leverkusen,81,1. FSV Mainz 05,Mainz,1,2,0,0,1,3
2005,München,26,40,FC Bayern München,Bayern,9,FC Schalke 04,Schalke,3,0,0,1,0,3
2005,Berlin,26,54,Hertha BSC,Hertha,83,Arminia Bielefeld,Bielefeld,1,0,0,1,0,1
2005,Stuttgart,27,16,VfB Stuttgart,Stuttgart,6,Bayer Leverkusen,Leverkusen,0,2,0,0,1,2
2005,Hamburg,27,100,Hamburger SV,HSV,7,Borussia Dortmund,BVB,2,4,0,0,1,6
